CRSP_SPvw
-0.00291
0.045522
0.007324
0.013021
0.062353
-0.02037
0.08445
0.03332
0.053016
-0.046804
0.070546
0.019295
-0.007182
-0.012549
0.105752
0.034725
0.012325
-0.03433
0.010117
0.07023
0.022409
0.013839
0.122975
0.006232
0.055473
-0.004874
0.000154
0.019559
-0.041281
0.112294
0.050014
0.094871
-0.050941
-0.18615
-0.125359
0.027753
0.059632
0.026041
0.072348
-0.013938
-0.011148
-0.155715
0.038713
0.011266
-0.123549
-0.08368
-0.019736
-0.071479
0.059527
0.110943
-0.068939
-0.092955
-0.137674
0.146492
-0.075465
0.007779
-0.287461
0.076738
-0.100909
-0.137557
-0.018803
0.053581
-0.118907
-0.205295
-0.232123
0.002768
0.391838
0.401979
-0.029526
-0.142069
-0.052228
0.061569
0.013938
-0.179558
0.038627
0.414312
0.174816
0.137498
-0.084736
0.123272
-0.118045
-0.090623
0.108553
0.026694
0.115033
-0.03284
0.005355
-0.02549
-0.078497
0.02408
-0.119846
0.05865
-0.000216
-0.032663
0.086059
-0.000681
-0.042368
-0.03684
-0.031454
0.096493
0.038135
0.070533
0.083814
0.026569
0.025526
0.071803
0.051943
0.039887
0.071832
0.022461
0.024029
-0.077588
0.053106
0.032542
0.073442
0.014124
0.004817
0.076281
0.010666
-0.00383
0.036648
0.018483
-0.003511
-0.080646
-0.005699
-0.053803
0.098991
-0.051183
-0.13961
-0.102722
-0.084289
-0.045828
0.012163
0.065757
-0.254106
0.142667
-0.039973
0.253519
0.074738
-0.025901
0.016932
0.07896
-0.026207
0.04481
-0.070506
0.039292
-0.134821
-0.006611
0.069557
-0.06181
0.11131
-0.067551
0.181167
-0.016887
-0.040532
0.028177
-0.035927
0.013139
0.013561
-0.004478
-0.23148
0.083035
0.03309
0.035421
0.014221
0.041468
-0.029431
0.002927
-0.045555
-0.004729
0.008872
-0.062152
0.013184
0.058851
0.057106
-0.001113
-0.007351
-0.064602
-0.024916
-0.038843
0.022276
-0.017647
-0.064068
-0.037988
0.070339
0.023544
0.036031
0.015346
0.032449
0.067867
-0.004392
0.057537
0.072434
0.058503
0.059404
0.003588
0.052698
0.021689
-0.053092
0.016232
0.027498
-0.01165
-0.067052
0.070305
0.018622
0.006479
0.021313
-0.012427
0.048841
0.054574
-0.01947
0.0147
-0.000692
0.002435
0.017327
0.044778
0.011901
0.069472
-0.041685
0.090524
0.020041
0.00238
-0.021539
0.059852
0.046361
0.030815
0.04495
0.011133
0.069504
-0.065171
0.049118
0.035748
0.028785
-0.035289
-0.02735
-0.068855
-0.104113
-0.005636
-0.003801
0.046818
0.022013
-0.008307
-0.015008
-0.03956
-0.00099
0.053991
0.039572
-0.023076
-0.009928
0.020578
-0.017633
0.030784
-0.037743
-0.040232
0.08144
0.030821
0.084014
0.007665
-0.052296
0.015539
-0.027016
0.070041
-0.098332
0.035952
0.002676
-0.031639
0.033981
-0.018691
-0.029423
0.001744
0.062732
0.0218
0.027415
0.02978
0.020738
0.050984
0.019703
0.019603
0.008185
0.045887
0.046902
-0.054224
0.016981
0.048063
0.059466
0.005084
0.02243
0.055425
0.065105
0.014546
-0.017484
0.049108
-0.029979
-0.025848
0.070935
0.05022
0.002868
-0.013321
0.011388
0.041815
0.017768
-0.025241
0.052805
-0.041423
0.033698
0.047832
0.019129
-0.005674
-0.018085
0.00032
0.061382
0.038215
-0.006207
-0.00754
-0.022288
-0.025308
0.007401
-0.014266
0.026314
-0.050101
0.002187
0.051046
0.023763
0.001713
0.053486
0.012916
0.03053
0.048358
0.042777
0.002467
0.058701
-0.025894
0.0825
-0.017867
0.095774
0.054288
0.018076
0.013526
-0.002242
0.039843
0.006433
0.0813
0.057646
-0.000648
0.011286
-0.030468
0.087825
-0.000309
-0.035057
0.041397
0.070328
-0.000637
-0.058414
0.03891
0.051427
-0.032788
-0.044022
0.006619
-0.001921
0.036284
-0.040238
-0.024919
0.023827
0.046538
0.038734
-0.000705
0.009747
-0.048998
-0.057879
-0.038834
0.023703
-0.037422
0.045518
-0.014109
0.033052
0.033511
0.021313
0.027998
0.04396
0.017999
0.050837
0.02737
0.028617
0.054112
0.006331
0.006711
0.003352
0.040054
0.023631
-0.000725
0.034504
-0.011076
-0.043182
0.012574
0.018486
0.029627
-0.069933
0.013922
-0.012566
-0.016113
0.033513
0.021802
-0.022948
0.031467
-0.058713
-0.001079
0.046081
0.048839
0.06432
0.032838
0.029345
0.004537
0.023553
-0.026673
0.033795
0.02473
-0.018674
0.028175
0.045226
0.004696
-0.037356
0.020592
-0.003842
-0.061743
-0.079847
-0.080669
0.065203
0.021669
-0.048816
0.008313
0.108268
0.015534
0.050367
-0.024189
0.036581
0.04907
0.019674
-0.018605
-0.001821
0.053466
-0.010402
0.034825
-0.004487
0.026065
0.027391
0.017015
0.017232
0.006192
0.016815
0.018084
0.01891
-0.011621
0.030399
0.008745
0.001598
0.005228
0.034791
0.003746
-0.012213
0.035612
-0.003122
-0.04688
0.014486
0.02756
0.033366
0.028812
-0.003821
0.010349
0.005705
-0.01275
-0.023041
0.022158
-0.04914
-0.01438
-0.012129
-0.07165
-0.006244
0.048333
0.011223
0.000326
0.079215
0.007514
0.041137
0.043371
-0.04681
0.019319
0.046454
-0.006824
0.033815
-0.027448
0.006435
0.027079
-0.041875
-0.0269
0.009696
0.084092
0.016374
0.009916
-0.017444
0.016415
0.039351
0.008587
0.05358
-0.040826
-0.007547
-0.042321
0.034847
0.022771
0.003854
-0.054357
-0.058632
0.045728
-0.023941
0.0469
-0.029152
-0.016922
-0.075398
0.059521
0.002806
-0.088831
-0.054689
-0.049032
0.075523
0.049778
0.034702
-0.009032
0.054387
0.058684
0.042828
0.013317
0.039068
0.036965
-0.03715
0.002439
-0.040827
0.042036
-0.005038
-0.040129
0.002898
0.08788
0.019088
0.030221
0.007315
0.005476
0.022019
-0.020156
0.003245
0.039425
-0.003277
0.010878
0.050297
0.013663
-0.016752
-0.033818
-0.001093
-0.040064
-0.01395
-0.005178
0.039128
-0.031544
0.042219
0.000312
-0.10722
0.017971
-0.00812
0.001992
-0.021818
-0.037649
-0.026896
-0.012816
-0.076698
-0.082177
-0.117511
0.168113
-0.045688
-0.018021
0.12361
0.06746
0.024014
0.049424
0.051193
0.04622
-0.065504
-0.015663
-0.03225
0.064855
0.030089
-0.010485
0.120143
-0.005756
0.03264
-0.00961
-0.008116
0.043959
-0.007202
0.001599
0.024421
-0.020211
-0.001041
0.053775
-0.049654
-0.015638
-0.012502
0.000641
-0.015064
0.047776
-0.015453
-0.01231
-0.000825
-0.041984
0.036752
0.00557
-0.060643
-0.01626
0.026925
0.088964
0.013719
-0.016578
0.056974
0.033641
-0.005163
-0.08957
0.026771
0.016627
0.042697
-0.028649
0.057361
0.004183
-0.016818
0.040324
0.012051
0.061865
0.001416
-0.06556
0.052777
0.01834
0.061308
0.002611
-0.097518
0.042394
0.05556
0.029722
0.0682
0.013454
0.027935
0.017809
0.10991
-0.030634
-0.04337
0.021267
0.038285
-0.020211
0.006539
-0.008255
0.000714
-0.05554
-0.050466
0.052115
0.043827
-0.027059
-0.015367
-0.050441
-0.006805
0.04155
-0.029505
-0.015779
-0.020199
0.127402
0.010496
0.113863
0.045754
0.016835
0.035293
0.025733
0.03547
0.075719
-0.005687
0.03697
-0.031238
0.015864
0.014105
-0.013108
0.023846
-0.005749
-0.003898
-0.034034
0.017295
0.006781
-0.053131
0.022937
-0.013765
0.112438
-6.4e-05
0.003331
-0.009841
0.025556
0.076868
0.014166
-0.000636
-0.003704
0.06274
0.016065
-0.003321
-0.006473
-0.033248
0.045079
0.071887
0.048156
0.004706
0.076525
0.055832
-0.013348
0.055326
0.015744
-0.057541
0.074417
-0.083243
0.056538
0.024876
-0.027513
0.135183
0.041778
0.026336
-0.009045
0.009128
0.05014
0.049843
0.039108
-0.02194
-0.215795
-0.081874
0.073922
0.042712
0.047445
-0.030847
0.010516
0.008012
0.047676
-0.004458
-0.032488
0.042739
0.026891
-0.014355
0.018553
0.072303
-0.025031
0.023038
0.051707
0.041022
-0.005611
0.090053
0.019853
-0.004004
-0.023639
0.020479
0.022657
-0.067661
0.013381
0.026588
-0.024504
0.097419
-0.006754
-0.004454
-0.090801
-0.048959
-0.003597
0.064561
0.027987
0.045001
0.071565
0.024354
0.002268
0.04293
-0.045357
0.046526
0.023885
-0.016861
0.013458
-0.040214
0.114089
-0.018348
0.012865
-0.01947
0.028614
0.00485
-0.01503
0.040924
-0.020615
0.01134
0.004796
0.033794
0.01338
0.007282
0.013526
0.021202
-0.024519
0.026259
0.003466
-0.004593
0.037431
-0.007582
0.019884
