yyyymm,EQPREM,DP,DY,EP,SVAR,BM,NTIS,TBL,LTR,TMS,DFY,DFR,INFL
197311,0.012227052198798981,-3.3569730948051917,-3.477854470473986,-2.4840774813463935,0.0043697483,0.7818789906,0.0387363392,0.0783,-0.0183,-0.007099999999999995,0.007499999999999993,0.026099999999999998,0.0065789474
197312,-0.014532753720426145,-3.362489357574193,-3.3460557284765664,-2.4811208980931045,0.005358338,0.7555884634,0.0130073951,0.0745,-0.0082,-0.001899999999999999,0.008000000000000007,-0.0006999999999999992,0.0065359477
197401,-0.004290219358286086,-3.3464927023567106,-3.3565896354470044,-2.4628831717541004,0.0034094717,0.751446438,0.0116267491,0.0777,-0.0083,-0.003700000000000009,0.006500000000000006,0.003,0.0086580087
197402,-0.02784277694687088,-3.336996685196794,-3.340627582904313,-2.4511892763691203,0.0018780077,0.7470977188,0.0109186477,0.0712,-0.0024,0.003600000000000006,0.0068000000000000005,0.0033,0.0128755365
197403,-0.043960408292464594,-3.307610522289363,-3.3311657648860007,-2.4196235665780597,0.001693635,0.8151840129,0.0103999361,0.0796,-0.0292,-0.0013000000000000095,0.006099999999999994,-0.0015000000000000013,0.0127118644
197404,-0.034736331426890435,-3.2619796071930747,-3.301813404605037,-2.364747964079498,0.0017291765,0.8248580819,0.0096574913,0.0833,-0.0253,-0.0016999999999999932,0.006199999999999997,-0.008799999999999999,0.0041841004
197405,-0.020370848256486513,-3.2220890477384323,-3.2562159024763244,-2.3158138212550528,0.0020987464,0.8604161213,0.0092469234,0.0823,0.0123,-0.0012999999999999956,0.0068000000000000005,-0.0017999999999999995,0.0125
197406,-0.08578097574026637,-3.2015843277581397,-3.2163583730294474,-2.286437106586064,0.0023003694,0.8601587717,0.0080281695,0.079,0.0045,0.0021999999999999936,0.008000000000000007,-0.033,0.0082304527
197407,-0.09272633114591392,-3.112066353150023,-3.193049425308302,-2.1914450683278166,0.0049175157,0.9112393224,0.0068388852,0.0755,-0.0029,0.0068000000000000005,0.007599999999999996,-0.0182,0.0081632653
197408,-0.13099102651915148,-3.0089867403559407,-3.103603679231289,-2.0830015786519493,0.0047910264,1.0171239942,0.0065552244,0.0896,-0.0232,-0.0040999999999999925,0.0076999999999999985,-0.0036000000000000025,0.012145749
197409,0.14732225522397085,-2.8735174263411825,-3.0005950827196926,-1.9422969175695033,0.0078117125,1.1354401435,0.0051374792,0.0806,0.0247,0.0030999999999999917,0.009400000000000006,-0.007300000000000001,0.012
197410,-0.05185165602449054,-3.023641827622289,-2.872598628509503,-2.1014187644427293,0.010084948,1.0370837841,0.0036384075,0.0746,0.0489,0.004900000000000002,0.0121,0.039599999999999996,0.0098814229
197411,-0.02357082806138676,-2.968049820358225,-3.0226960695545757,-2.0549281160066495,0.003513799,1.115637022,0.0078146012,0.0747,0.0295,0.0023999999999999994,0.01709999999999999,-0.017799999999999996,0.0078277886
197412,0.10957110243632211,-2.94677542882746,-2.967132733295741,-2.042782224763711,0.0038144275,1.1200181747,0.008771574,0.0715,0.0171,0.004500000000000004,0.0174,-0.0246,0.0077669903
197501,0.05949874993687476,-3.0561604350649234,-2.9403240614988477,-2.1752579550807116,0.0040172082,0.9808296267,0.0085104486,0.0626,0.0225,0.017,0.019799999999999998,0.0371,0.0038535645
197502,0.01943941698170055,-3.1078840563889356,-3.049722998803827,-2.250328296751194,0.0021790299,0.9339016305,0.0116523318,0.055,0.0131,0.023799999999999995,0.0203,0.0005999999999999998,0.0076775432
197503,0.044149824317250855,-3.122976915938578,-3.10151504337423,-2.2890021366359745,0.0024026153,0.9724663152,0.0204669502,0.0549,-0.0267,0.027500000000000004,0.018100000000000005,0.0020000000000000018,0.0038095238
197504,0.045535361368428,-3.1655413733646096,-3.11935948852411,-2.354698642913045,0.0023137776,0.909489371,0.0224962245,0.0561,-0.0182,0.0291,0.01630000000000001,0.013000000000000001,0.0037950664
197505,0.040793320274027385,-3.2050659713386085,-3.161909933059493,-2.417770025569913,0.0018071722,0.8975236997,0.0229537717,0.0523,0.0212,0.031299999999999994,0.0179,-0.0106,0.0056710775
197506,-0.0718395503627648,-3.2448430176438703,-3.2014746245053285,-2.481445894406922,0.0013533555,0.8498390198,0.0229616961,0.0534,0.0292,0.027899999999999994,0.018500000000000003,0.0011999999999999997,0.007518797
197507,-0.02057547761966114,-3.1747915517361815,-3.2448430176438703,-2.4198091299897198,0.0012444037,0.898365624,0.0256278961,0.0613,-0.0087,0.0216,0.01709999999999999,0.005699999999999999,0.0111940299
197508,-0.03757000625617666,-3.1534959795662814,-3.1747915517361815,-2.4069868909591268,0.0023431364,0.8942466541,0.0263663778,0.0644,-0.0068,0.020000000000000004,0.016399999999999998,-0.010700000000000001,0.0018450185
197509,0.05755263522812476,-3.1182361043769764,-3.1534959795662814,-2.380285646801193,0.0023046248,0.9409482541,0.0279195234,0.0642,-0.0098,0.022000000000000006,0.016600000000000004,-0.0028000000000000004,0.0055248619
197510,0.024060827981698,-3.180752887317111,-3.1209351613461416,-2.4315447417407907,0.0021545816,0.8934979188,0.025898458,0.0596,0.0475,0.0223,0.017600000000000005,0.007800000000000001,0.0054945055
197511,-0.014631972786370599,-3.2078669393637513,-3.1834592489148537,-2.4474790990503816,0.0008126854,0.8679284743,0.0246224796,0.0548,-0.0109,0.028999999999999998,0.017799999999999996,0.0020999999999999994,0.0072859745
197512,0.10866783899641969,-3.1990058039967773,-3.2105806452353476,-2.427489556321325,0.0013307999,0.876338851,0.0237119656,0.0544,0.039,0.026100000000000005,0.017699999999999994,0.005200000000000003,0.0036166365
197601,-0.010461619098199624,-3.309924327167632,-3.19810946669667,-2.5104166695353265,0.0019782826,0.7659338857,0.0218521822,0.0487,0.009,0.03149999999999999,0.018100000000000005,0.009800000000000001,0.0018018018
197602,0.028724396813444332,-3.297534223864177,-3.309001667672055,-2.4708607365417756,0.0012214388,0.7680365203,0.0222330928,0.0488,0.0062,0.03139999999999999,0.0169,-9.99999999999994e-05,0.0035971223
197603,-0.013648495302850325,-3.326867023584546,-3.2966395147882657,-2.473778759062638,0.0012657161,0.7840312172,0.0150721313,0.05,0.0166,0.029200000000000004,0.016,9.99999999999994e-05,0.0017921147
197604,-0.012340318637090019,-3.309516189321908,-3.320572512506926,-2.440262923712227,0.0010071323,0.7860761398,0.0142394847,0.0486,0.0018,0.031099999999999996,0.015399999999999997,-0.0033,0.0035778175
197605,0.039327044821011715,-3.2887656989466993,-3.3032342894691915,-2.4038392357989884,0.0009364703,0.8035027635,0.0141483212,0.052,-0.0158,0.03010000000000001,0.012799999999999992,0.005500000000000001,0.0071301248
197606,-0.011518841015356912,-3.322660631663498,-3.282549610527668,-2.422456037540967,0.0009715815,0.7814276312,0.0189250313,0.0541,0.0208,0.02659999999999999,0.012700000000000003,-0.0058,0.0053097345
197607,-0.00309126652548885,-3.306625715369267,-3.3147135699709662,-2.4036153911630063,0.0004871522,0.7958238544,0.0188427707,0.0523,0.0078,0.028200000000000003,0.0126,0.0071,0.0052816901
197608,0.019936370319410736,-3.2936043972295166,-3.2987413118451183,-2.387840078342349,0.0007445224,0.8047322694,0.0206295275,0.0514,0.0211,0.0276,0.011899999999999994,0.0019999999999999983,0.0052539405
197609,-0.024808384922951943,-3.308170307872399,-3.2857816715483072,-2.399702301679453,0.0008906883,0.7913632737,0.0237826575,0.0508,0.0145,0.027300000000000005,0.0102,0.002199999999999999,0.0034843206
197610,-0.005133160120084659,-3.268508180315863,-3.2909939936479513,-2.364729333374801,0.001269993,0.8120796327,0.0255691262,0.0492,0.0084,0.028699999999999996,0.0097,-0.0013999999999999993,0.0052083333
197611,0.048386933575370245,-3.24384210369706,-3.2516470213664443,-2.344591268628201,0.0011179253,0.8272629379,0.0278954289,0.0475,0.0339,0.027399999999999994,0.00979999999999999,-0.0020000000000000018,0.0017271157
197612,-0.05492117143932622,-3.2784018041822276,-3.227235844052172,-2.383574336958779,0.0005762273,0.779973125,0.0285665543,0.0435,0.0327,0.0286,0.011400000000000007,0.0020000000000000018,0.0034482759
197701,-0.019355098914680374,-3.2150851161139817,-3.2669369137274433,-2.3260173514826703,0.00069563,0.8210652053,0.0295997969,0.0462,-0.0388,0.030199999999999998,0.011200000000000002,0.0085,0.0051546392
197702,-0.016074696779622623,-3.1818759922716073,-3.203774315917358,-2.2984561812883264,0.0003346756,0.8368039982,0.0279702171,0.0467,-0.0049,0.0308,0.010800000000000004,0.0029,0.0102564103
197703,-0.0031520035914469812,-3.1565433015037856,-3.170667830107417,-2.2786907727946097,0.0006657328,0.8684299283,0.0303383572,0.046,0.0091,0.031200000000000006,0.0102,0.0002999999999999999,0.0067681895
197704,-0.018971412778975752,-3.1433050147841897,-3.1431018246991664,-2.267716583806579,0.0009848511,0.8611500701,0.0311400296,0.0454,0.0071,0.0317,0.010300000000000004,0.0029,0.0084033613
197705,0.04297665075747045,-3.1062152406412116,-3.1300650552957983,-2.2328032416697345,0.0006348018,0.8882113369,0.0353154695,0.0496,0.0125,0.0269,0.009599999999999997,-0.0019000000000000006,0.005
197706,-0.019565663342482727,-3.1374866453589454,-3.0931253535073253,-2.2662316663946678,0.0005633646,0.8711120812,0.0319410996,0.0502,0.0164,0.025199999999999993,0.009599999999999997,0.0011000000000000003,0.0066334992
197707,-0.016577600269517347,-3.110477439593284,-3.126832592696547,-2.2406390797304288,0.000594708,0.8967833991,0.033181837,0.0519,-0.007,0.02489999999999999,0.009300000000000003,0.006500000000000001,0.0049423394
197708,-0.0052156888010805825,-3.078691634510414,-3.099958155234189,-2.210229097293228,0.0005824464,0.9265342604,0.0337503868,0.0549,0.0198,0.020499999999999997,0.008400000000000005,-0.006200000000000002,0.0032786885
197709,-0.04718158110652276,-3.0657764440842494,-3.068259632116577,-2.198675956400866,0.0004631961,0.9422625161,0.0323675866,0.0581,-0.0029,0.018299999999999997,0.008799999999999988,0.0006999999999999997,0.0032679739
197710,0.03120471517509433,-3.008878739748897,-3.053255163530578,-2.1487129259105457,0.0007261726,0.9753772836,0.0327751368,0.0616,-0.0093,0.0165,0.008500000000000008,0.0055,0.003257329
197711,0.0005670034022899895,-3.023142378833852,-2.9965339810170586,-2.1697657538827366,0.001387547,0.9620344703,0.0292167295,0.061,0.0093,0.016700000000000007,0.0087,-0.003199999999999999,0.0048701299
197712,-0.06744771440790796,-3.0137698978705387,-3.01092674321483,-2.1670840326064753,0.0006266271,0.9603330245,0.0304753992,0.0607,-0.0168,0.0196,0.007999999999999993,0.006299999999999998,0.0032310178
197801,-0.021281678559209788,-2.941053121020224,-3.0045406699118202,-2.1026786314246504,0.0009080501,1.0367310889,0.0288142482,0.0644,-0.008,0.017200000000000007,0.0076000000000000095,-0.0008999999999999998,0.0064412238
197802,0.02197944770833727,-2.906813632603072,-2.9318872701551877,-2.0766879832626532,0.0006698948,1.0755672937,0.0311689879,0.0645,0.0004,0.017699999999999994,0.007300000000000001,0.0047,0.0064
197803,0.07994078112392355,-2.9223772230118468,-2.8977518651937872,-2.1003971706089333,0.0006228568,1.1114925531,0.0275695984,0.0629,-0.0021,0.020199999999999996,0.007500000000000007,0.0063,0.0079491256
197804,0.008240274172141706,-2.996724193620442,-2.914760470922694,-2.1729456491911407,0.001741181,1.0053504037,0.0229459889,0.0629,-0.0005,0.020900000000000002,0.0076000000000000095,-0.0018,0.0078864353
197805,-0.021803991938437243,-2.9934108237630728,-2.9891855379385897,-2.167834524080959,0.0010850552,1.0014156386,0.0165594591,0.0641,-0.0058,0.021099999999999994,0.007999999999999993,-0.005000000000000001,0.0093896714
197806,0.050024636390591355,-2.9681663924754877,-2.9859082076414936,-2.140851565531565,0.0010274141,1.0279015813,0.0165234648,0.0673,-0.0062,0.019199999999999995,0.008400000000000005,0.0085,0.0108527132
197807,0.027503142148240373,-3.01322648267422,-2.960719646689022,-2.183319909010331,0.0008499296,0.9762603361,0.0146714141,0.0701,0.0143,0.015700000000000006,0.007199999999999998,-0.004200000000000001,0.0076687117
197808,-0.010760752632736018,-3.0314482438355386,-3.0058548480841116,-2.198965854315031,0.0010022377,0.9600602176,0.0120027078,0.0708,0.0218,0.013499999999999998,0.00789999999999999,0.0039000000000000007,0.00456621
197809,-0.10001912267974461,-3.0168230326519168,-3.0241106323149043,-2.1818374251499693,0.0009479772,0.9722575131,0.0127039061,0.0785,-0.0106,0.007499999999999993,0.007300000000000001,0.0058000000000000005,0.0075757576
197810,0.019641942251667682,-2.9174599913192725,-3.0135018606272297,-2.0641389362180527,0.0021000234,1.0622752224,0.0143505524,0.0799,-0.02,0.009000000000000008,0.006999999999999992,-0.0005000000000000004,0.0090225564
197811,0.009514671060183475,-2.930672504973741,-2.9141696018293057,-2.059436023813438,0.003180889,1.053527402,0.0140892722,0.0864,0.0189,0.0012999999999999956,0.007999999999999993,-0.0055,0.0044709389
197812,0.0340408883990394,-2.942152551232101,-2.9273731825889406,-2.0534580516589402,0.00166563,1.0457012956,0.0148505522,0.0908,-0.013,-0.0010000000000000009,0.007800000000000001,-0.0002999999999999999,0.0044510386
197901,-0.03673789930706438,-2.97262495252877,-2.933648380490265,-2.0665518901555,0.0010011132,1.0030742833,0.0143875325,0.0935,0.0191,-0.004900000000000002,0.008800000000000002,-0.0006999999999999992,0.0088626292
197902,0.04850269725215196,-2.9269637728947875,-2.964173100853614,-2.004105171250841,0.0008140809,1.0407754507,0.0122277102,0.0932,-0.0135,-0.0023999999999999994,0.008199999999999999,0.0006999999999999992,0.0117130307
197903,-0.003893095501211867,-2.9722864795160717,-2.9186019873274893,-2.0331810698757455,0.0008007332,1.0330789394,0.0116703077,0.0948,0.0129,-0.004599999999999993,0.008899999999999991,-0.0023,0.010130246
197904,-0.024929198114202168,-2.965017792050694,-2.9633457975623356,-2.017951589597177,0.0006468352,1.0418762428,0.0115703138,0.0946,-0.0112,-0.0023999999999999994,0.009500000000000008,0.006,0.0114613181
197905,0.031365640430396434,-2.9294857347193255,-2.9561752296899786,-1.9746488093039714,0.000924227,1.0831418044,0.0141831592,0.0961,0.0261,-0.0058,0.0097,-0.003300000000000001,0.0127478754
197906,0.0039115937746337405,-2.958629166875897,-2.9207019516490553,-1.9962270830423359,0.000571481,1.0578636072,0.0120683771,0.0906,0.0311,-0.0029,0.010900000000000007,-0.004199999999999999,0.0111888112
197907,0.0523562897912,-2.9567746495505407,-2.9480671641933873,-1.9895527619718913,0.0007076848,1.0523144538,0.0096782476,0.0924,-0.0085,-0.0029,0.010900000000000007,0.0054,0.0110650069
197908,-0.006255507886837149,-2.998058431041495,-2.9463413751867815,-2.026127969633094,0.0005064798,1.0034586483,0.0115690793,0.0952,-0.0035,-0.004500000000000004,0.011200000000000002,0.0041,0.0095759234
197909,-0.07607360402227457,-2.987714737895044,-2.987714737895044,-2.011205146027834,0.0012330663,1.0137949874,0.0094039237,0.1026,-0.0122,-0.009899999999999992,0.010999999999999996,-0.0056999999999999985,0.0108401084
197910,0.04276906176706556,-2.9082021415973496,-2.979274954183027,-1.9349033762137824,0.0025892994,1.0919455682,0.0102095448,0.117,-0.0841,-0.013600000000000001,0.012700000000000003,-0.004900000000000002,0.0080428954
197911,0.008322534528490107,-2.941591680129208,-2.899850838579446,-1.9714492247304471,0.0015583806,1.0831154618,0.0107786938,0.1179,0.0311,-0.017,0.012300000000000005,-0.008899999999999998,0.0093085106
197912,0.05004695091166056,-2.949919972032147,-2.9332918448656025,-1.9829024779008835,0.0004696422,1.061950068,0.0105144647,0.1204,0.0057,-0.019199999999999995,0.013200000000000003,-0.0165,0.0105401845
198001,-0.005360572387930002,-2.9971347983280765,-2.9411093423499923,-2.029330796262822,0.0019064055,1.016954958,0.0112974707,0.12,-0.0741,-0.008599999999999997,0.013300000000000006,0.009599999999999997,0.0143415906
198002,-0.11146716200453162,-2.9840116810597164,-2.988401118359322,-2.0154288494223853,0.0018976181,1.0319299303,0.0108271852,0.1286,-0.0467,-0.009999999999999995,0.011899999999999994,-0.019800000000000005,0.0141388175
198003,0.029492610651401626,-2.8679968596285503,-2.9753536183166016,-1.8986557572399532,0.0046218942,1.0937321031,0.0118774451,0.152,-0.0315,-0.0281,0.014899999999999997,0.0253,0.0152091255
198004,0.04155015123405567,-2.900293808031539,-2.859977377666973,-1.946633903234493,0.0027455493,1.0518199398,0.0153468468,0.132,0.1523,-0.024400000000000005,0.021500000000000005,-0.01469999999999999,0.0112359551
198005,0.021221491820817905,-2.9378739169489694,-2.892355095128696,-1.999866954511056,0.0015097166,1.0100487748,0.0150518602,0.0858,0.0419,0.0179,0.021800000000000014,0.014100000000000001,0.0098765432
198006,0.05989351860766496,-2.9565923652167205,-2.9299808959912106,-2.034259318886603,0.0013710848,0.990183427,0.0153043875,0.0707,0.0359,0.029899999999999996,0.021299999999999986,-0.001800000000000003,0.011002445
198007,0.008078294178816633,-3.0123402065793385,-2.949329243371255,-2.1039862240601233,0.001362831,0.9188299192,0.020154038,0.0806,-0.0476,0.02679999999999999,0.015799999999999995,0.004700000000000003,0.0
198008,0.02117232849787633,-3.0109313607803183,-3.0051128645452816,-2.116566071273204,0.0017081584,0.9215196389,0.0199498435,0.0913,-0.0432,0.022699999999999998,0.015100000000000002,-0.0012999999999999956,0.0072551391
198009,0.0101802628964885,-3.0286283775971903,-3.0037723529629874,-2.1482294741354315,0.0026574057,0.9216876515,0.0237960395,0.1027,-0.0262,0.015799999999999995,0.01680000000000001,0.0025000000000000022,0.0084033613
198010,0.0948237721851579,-3.0395922716155646,-3.023698211489332,-2.1600335490101394,0.0021906435,0.9295936138,0.0227691861,0.1162,-0.0263,0.006900000000000003,0.01920000000000001,0.0104,0.0095238095
198011,-0.04066724223193382,-3.1321550774495064,-3.0346862928467098,-2.2534290082252997,0.0024190718,0.8651619788,0.0219492748,0.1373,0.01,-0.014300000000000007,0.016699999999999993,-0.0083,0.008254717
198012,-0.05735352423472554,-3.0928118433805425,-3.127273049852198,-2.21491100105803,0.0029515288,0.8915030239,0.0268163754,0.1549,0.0352,-0.035,0.01930000000000001,-0.010400000000000003,0.0093567251
198101,0.01069772126621355,-3.0395176149570733,-3.086339328874925,-2.1735020202469286,0.0015974348,0.9072386965,0.0286954334,0.1502,-0.0115,-0.0291,0.022199999999999998,-0.0014999999999999996,0.0081112399
198102,0.0269271534327293,-3.04627608843398,-3.033086724626783,-2.1921335743568107,0.001530909,0.8818157565,0.0300093729,0.1479,-0.0435,-0.019600000000000006,0.020199999999999996,0.016599999999999997,0.0103448276
198103,-0.032445416834377544,-3.075284905255945,-3.039886290335209,-2.23300415915554,0.0020759444,0.9249205574,0.027939298,0.1336,0.0384,-0.008800000000000002,0.020100000000000007,-0.0072999999999999975,0.0068259386
198104,-0.004224383047773714,-3.0457226155209023,-3.069457965844795,-2.199488262454474,0.0008320026,0.9305938361,0.0273520119,0.1369,-0.0518,-0.003699999999999981,0.01679999999999998,-0.025099999999999997,0.006779661
198105,-0.01972363881921302,-3.038287297172161,-3.039945172457693,-2.188137847618766,0.000921688,0.9362238467,0.0288446179,0.163,0.0622,-0.036500000000000005,0.01630000000000001,-0.002700000000000001,0.0078563412
198106,-0.012695941686651125,-3.022064824728181,-3.032527391737184,-2.168082447472254,0.0009955428,0.9504749816,0.0278934365,0.1473,-0.0179,-0.0169,0.02049999999999999,0.0202,0.008908686
198107,-0.06946569307618392,-3.013098823750823,-3.0153114672354677,-2.16011027274247,0.0011029891,0.9749669236,0.0255902194,0.1495,-0.0353,-0.012499999999999983,0.0179,-0.001899999999999999,0.0110375276
198108,-0.0645027134585052,-2.9422644577840353,-3.0063753282445935,-2.0902794395266553,0.0018249381,1.0533540563,0.0269917415,0.1551,-0.0386,-0.010599999999999998,0.014499999999999985,0.0040999999999999995,0.0076419214
198109,0.03847867424152611,-2.8802663366258248,-2.9356012032338596,-2.0292505933338454,0.0027611735,1.0923786442,0.0214833701,0.147,-0.0145,0.0012000000000000066,0.01429999999999998,-0.0054,0.0097508126
198110,0.03086638670424587,-2.9226315710637225,-2.874653284960364,-2.075266170269355,0.0020782516,1.0890856841,0.0148971083,0.1354,0.0829,0.0030000000000000027,0.017100000000000004,-0.0308,0.0021459227
198111,-0.038074995937643394,-2.9530018519322554,-2.917065016765797,-2.1092441409504805,0.0015040033,1.0444554433,0.0156728261,0.1086,0.141,0.013399999999999995,0.021699999999999997,-0.01429999999999998,0.0032119914
198112,-0.024148669149653183,-2.9169143057763502,-2.947451029636432,-2.0767523822545955,0.0009057975,1.0611428571,0.0119096464,0.1085,-0.0713,0.02489999999999999,0.0232,0.0133,0.0032017076
198201,-0.059725782342105606,-2.894700048322423,-2.912399625421824,-2.0710581758444992,0.0025219329,1.0658936976,0.0107004867,0.1228,0.0046,0.01869999999999998,0.019200000000000023,-0.0175,0.0031914894
198202,-0.015986197378345897,-2.8277469224031524,-2.8902056587345837,-2.020757361893017,0.0019182315,1.1262873155,0.0105060983,0.1348,0.0182,0.005399999999999988,0.019100000000000006,0.012999999999999998,0.0031813362
198203,0.03095769680510846,-2.8130535101121947,-2.8232726420082317,-2.0228390363675453,0.0017952261,1.1857505743,0.0055484327,0.1268,0.0231,0.011899999999999994,0.022399999999999975,0.0075,-0.0010570825
198204,-0.04118566029584504,-2.847833613992984,-2.808599159762814,-2.076580643108434,0.0012468205,1.1499834976,0.0029236858,0.127,0.0373,0.007800000000000001,0.0232,-0.003500000000000003,0.0042328042
198205,-0.026449027526963265,-2.803449766381455,-2.843399016925118,-2.0513590569722204,0.0008548156,1.1904238963,-0.0009581844,0.1209,0.0034,0.01490000000000001,0.023799999999999988,0.0211,0.009483667
198206,-0.02996000196654279,-2.778536491066211,-2.799034748172338,-2.045801557525043,0.0014902926,1.2015814171,0.0012130304,0.1247,-0.0223,0.016499999999999987,0.02109999999999998,-0.0245,0.012526096
198207,0.10947061279548428,-2.7533263766174785,-2.776585385432327,-2.0369936775208046,0.0009585831,1.2065298046,-0.0115518915,0.1135,0.0501,0.021699999999999983,0.021900000000000003,0.0039000000000000007,0.0051546392
198208,0.0028700339209683373,-2.8610948908040914,-2.7513644433380855,-2.1613944205457543,0.0064159331,1.082424471,-0.0028576304,0.0868,0.0781,0.03860000000000001,0.026100000000000012,0.005599999999999994,0.0020512821
198209,0.10274711464249744,-2.866736979762168,-2.8591513976046556,-2.183861349524052,0.0021312943,1.0885355649,0.0005507087,0.0792,0.0618,0.039099999999999996,0.026900000000000007,0.0005000000000000004,0.0020470829
198210,0.03885549318067657,-2.9704469991929234,-2.8657593556026506,-2.311426697600017,0.0061259079,0.983745412,0.0065578321,0.0771,0.0634,0.03409999999999999,0.026099999999999984,0.012499999999999997,0.0030643514
198211,0.010414624058727971,-3.004970716961231,-2.969484899993346,-2.3703181631774655,0.0054916495,0.9387268109,0.0009581552,0.0807,-0.0002,0.03180000000000001,0.026199999999999987,0.0203,-0.0020366599
198212,0.028006823688612285,-3.019039327702609,-3.003994986360201,-2.4093370452181553,0.0024902383,0.9322147266,0.0029900535,0.0794,0.0312,0.030100000000000002,0.023099999999999996,-0.020399999999999998,-0.0040816327
198301,0.018531175024295365,-3.0497023824640426,-3.017105245824672,-2.4477501122740057,0.0032808574,0.9069443153,0.0021947601,0.0786,-0.0309,0.03269999999999999,0.02149999999999999,0.0215,0.0020491803
198302,0.028674570847391292,-3.0665745606845114,-3.0477575342457963,-2.4724250964060475,0.0019116417,0.8768492387,0.0003558813,0.0811,0.0492,0.02489999999999999,0.019400000000000014,-0.006400000000000003,0.0010224949
198303,0.06670903725985507,-3.0972068115235127,-3.0646479592353737,-2.5108683727977583,0.001571821,0.7800677858,0.0059935424,0.0835,-0.0094,0.02479999999999999,0.018799999999999997,0.0166,0.0
198304,-0.012778146228750679,-3.168008360094409,-3.095760679673513,-2.5785612248255747,0.0014237505,0.7188876203,0.0066268443,0.0821,0.035,0.022999999999999993,0.017799999999999996,0.019799999999999998,0.0071501532
198305,0.029426695284860343,-3.1541410362751843,-3.1665643165221753,-2.561611747327262,0.001084614,0.7345955766,0.0104289126,0.0819,-0.0386,0.029299999999999993,0.016299999999999995,0.006200000000000004,0.0060851927
198306,-0.03841396604776604,-3.1873167525262542,-3.152699074958283,-2.5917156789887117,0.0013991486,0.721382042,0.015826551,0.0879,0.0039,0.023999999999999994,0.01630000000000001,-0.0085,0.0030241935
198307,0.008366727599343064,-3.1508676900437886,-3.184439052698639,-2.5395182285114988,0.0022928246,0.7350611231,0.0253802086,0.0908,-0.0486,0.028999999999999998,0.012399999999999994,0.0030999999999999986,0.0040201005
198308,0.006435184607569514,-3.1592535658477985,-3.147998247615836,-2.5324957107532495,0.0013690453,0.7248223918,0.0194746307,0.0934,0.002,0.0276,0.011300000000000004,0.0031000000000000003,0.003003003
198309,-0.020765933524452492,-3.1664992371633485,-3.1563923335667665,-2.5246453509909537,0.0010572931,0.714847583,0.0231783929,0.09,0.0505,0.0257,0.011800000000000005,-0.011300000000000004,0.00499002
198310,0.015994859186193967,-3.1469320481618195,-3.1622226803960882,-2.4912267938914363,0.0011153555,0.7194743715,0.024744376,0.0864,-0.0132,0.0324,0.0121,0.0107,0.002979146
198311,-0.012741202848014277,-3.1599494768819576,-3.142673702479242,-2.4906901690629963,0.0008363031,0.6908198931,0.0266368271,0.0876,0.0183,0.03,0.011999999999999997,-0.0040999999999999995,0.001980198
198312,-0.011179100968992075,-3.146835800916025,-3.155709187843072,-2.4643232473456913,0.0005281144,0.7003591178,0.027056897,0.09,-0.0059,0.029700000000000004,0.011800000000000005,0.0026,0.0009881423
198401,-0.04219790757272573,-3.1333546546398083,-3.1426134160361765,-2.426260246599013,0.0007946061,0.7221976437,0.0307360053,0.089,0.0244,0.028999999999999998,0.014500000000000013,0.002599999999999998,0.005923001
198402,0.010072230162523461,-3.089515541240812,-3.1291500233577763,-2.35862803269802,0.0020194765,0.763448031,0.0267017483,0.0909,-0.0178,0.030800000000000008,0.015099999999999988,0.0005999999999999998,0.0049067713
198403,-0.000515371538173188,-3.0987362543175707,-3.0853285148865957,-2.3448006115213924,0.0013545875,0.7624754269,0.0241049363,0.0952,-0.0156,0.030099999999999988,0.01419999999999999,-0.0079,0.001953125
198404,-0.06266189801590184,-3.0981743542210274,-3.0927237251828585,-2.32992835697726,0.0010355282,0.7586589793,0.0226819545,0.0969,-0.0105,0.031499999999999986,0.015000000000000013,0.0032000000000000006,0.0048732943
198405,0.014908164231069733,-3.030992986655367,-3.092183998143496,-2.248812973731906,0.0009330503,0.803910033,0.0215141284,0.0983,-0.0516,0.0398,0.014600000000000002,0.0032999999999999974,0.0029097963
198406,-0.021332630901889346,-3.0423704267197604,-3.025051981166056,-2.246602458243109,0.0016757627,0.7843518191,0.0013040651,0.0987,0.015,0.0387,0.014999999999999986,0.004900000000000002,0.002901354
198407,0.09838744050179327,-3.0226000231722185,-3.039188081256117,-2.2226342928615876,0.0008656576,0.7963919375,-0.0018621419,0.1012,0.0693,0.0281,0.017100000000000004,-0.010700000000000001,0.0038572806
198408,-0.008329746465119931,-3.120464343926375,-3.0194141797696705,-2.3163584169262186,0.0031268328,0.7254283801,-0.0031008335,0.1047,0.0266,0.0223,0.017600000000000005,0.004100000000000003,0.0038424592
198409,-0.005237766151912689,-3.113816378006868,-3.1173021679418715,-2.3055998676621354,0.0009432267,0.7360509153,-0.0094925469,0.1037,0.0342,0.019799999999999998,0.0169,-0.002800000000000004,0.004784689
198410,-0.019840073541836072,-3.1070039513812397,-3.1070641578895812,-2.3039286407038104,0.0012918483,0.7356424655,-0.0135284804,0.0974,0.0561,0.0199,0.0131,0.0011000000000000038,0.0028571429
198411,0.017961420581396402,-3.085069375320442,-3.1002970181245217,-2.287098587918299,0.0010202895,0.7470519959,-0.0218772065,0.0861,0.0118,0.030800000000000008,0.011900000000000008,0.0094,0.0
