yyyymm,EQPREM,DP,DY,EP,SVAR,BM,NTIS,TBL,LTR,TMS,DFY,DFR,INFL
194810,-0.10390881764901666,-2.9223155058514965,-2.856728470684729,-2.0434349922345953,0.0008275633,0.7919056724,0.018133741,0.0112,0.0007,0.013099999999999999,0.006600000000000002,0.0016999999999999997,-0.0040816327
194811,0.034920890696269954,-2.78555376225707,-2.9000923690667864,-1.8952234793052543,0.0061589031,0.870911215,0.0177915373,0.0114,0.0076,0.0125,0.006899999999999996,0.0009000000000000006,-0.0081967213
194812,0.002272505865471091,-2.793866120687066,-2.763813775620664,-1.8927436102860824,0.000967405,0.8409475465,0.0150145541,0.0116,0.0056,0.0121,0.007399999999999997,0.007500000000000001,-0.0041322314
194901,-0.033149827676902596,-2.7773833782808315,-2.7760684536995224,-1.8810431667553213,0.0013129862,0.8324028584,0.0132976714,0.0117,0.0082,0.011600000000000001,0.0075,-0.004400000000000001,-0.0041493776
194902,0.032516805432795115,-2.7197808435401916,-2.760000741652099,-1.8279751261655648,0.0014096786,0.8615509072,0.0172190437,0.0117,0.0049,0.011399999999999999,0.007400000000000004,-0.0010999999999999998,-0.0083333333
194903,-0.019867384637646236,-2.732244929689267,-2.702593161639152,-1.8449417346883643,0.0011208941,0.9017504235,0.0146589662,0.0117,0.0074,0.011000000000000001,0.007700000000000002,-0.0067,0.0
194904,-0.03076413421709248,-2.6972874325220175,-2.718764768132574,-1.8206532280738295,0.0004992706,0.9174997127,0.0152887455,0.0117,0.0011,0.011000000000000001,0.007500000000000003,0.0012,0.0042016807
194905,0.0007429806647532926,-2.6458598364187105,-2.68388723200795,-1.7798643244535195,0.0010076601,0.9485626039,0.0169014375,0.0117,0.0019,0.011000000000000001,0.007400000000000004,0.0019,-0.0041841004
194906,0.05984345058899408,-2.630618460969394,-2.6327348638757715,-1.7749523509116738,0.0016978117,0.9538884243,0.0168124176,0.0117,0.0167,0.01,0.007600000000000003,-0.0083,0.0042016807
194907,0.02066618267172459,-2.6843635431989115,-2.624071312942792,-1.8366205273477247,0.0006408809,0.9077989995,0.0195114004,0.0102,0.0033,0.0114,0.007899999999999997,0.006600000000000001,-0.0083682008
194908,0.02614634366268278,-2.6898527881953673,-2.6779557542835213,-1.8499371857151081,0.0010735364,0.8938766372,0.0194408008,0.0104,0.0111,0.010600000000000002,0.007800000000000001,-0.0074,0.0042194093
194909,0.028445591951628955,-2.706767327289321,-2.6833896392802585,-1.8746946744991828,0.0015475937,0.8750205468,0.0233434075,0.0107,-0.0011,0.0105,0.007700000000000002,0.0031999999999999997,0.0042016807
194910,0.019626299843889663,-2.7043475879330265,-2.6752500259372605,-1.913589022651352,0.000613502,0.8425662129,0.0222332996,0.0105,0.0019,0.0107,0.007499999999999996,0.0048000000000000004,-0.0083682008
194911,0.048927188011794936,-2.674949094230013,-2.6737029881497656,-1.9247715162163912,0.0009088615,0.833724876,0.0236431599,0.0108,0.0021,0.0104,0.007500000000000003,0.0,0.0042194093
194912,0.01861181318265619,-2.687966832647533,-2.6453034461122114,-1.9774279093757186,0.0004732395,0.7964292839,0.0271755847,0.011,0.0052,0.009899999999999999,0.0072999999999999975,-0.019700000000000002,-0.0084033613
195001,0.01851374060298434,-2.6963882613543673,-2.6792331526787785,-1.9874105261176505,0.000989153,0.7914168195,0.027102233,0.0107,-0.0061,0.010799999999999999,0.006699999999999998,0.0098,-0.0042372881
195002,0.007252089312482238,-2.6976514938813114,-2.6877301986112525,-1.9902529005688074,0.0004260143,0.7849980338,0.0254916448,0.0112,0.0021,0.010199999999999999,0.006599999999999998,-0.0013999999999999998,0.0
195003,0.04386582888118874,-2.6931245508855346,-2.68906775018992,-1.9872383445481594,0.0006243025,0.8255277845,0.029291342,0.0112,0.0008,0.010299999999999998,0.006599999999999998,0.0014000000000000002,0.0042553191
195004,0.044935731500651055,-2.7287386661265636,-2.684613861217626,-2.0077207948942575,0.0007140107,0.7964974714,0.0263975189,0.0115,0.003,0.009899999999999999,0.0063000000000000035,-0.0038,0.0
195005,-0.05674902477102905,-2.7588391666566787,-2.720299797480699,-2.0232041529656373,0.000641263,0.7613463432,0.0285722636,0.0116,0.0033,0.0097,0.0063999999999999994,-0.0041,0.0042372881
195006,0.015838934159607826,-2.6906779513777392,-2.750470916986162,-1.9408354271412487,0.0058557165,0.8134474678,0.0303966588,0.0115,-0.0025,0.010100000000000001,0.006600000000000002,0.0048000000000000004,0.0042194093
195007,0.04594419826277939,-2.6636739921751085,-2.6552303731949394,-1.925931682124427,0.00311025,0.8123209169,0.0301173474,0.0116,0.0055,0.0098,0.006700000000000001,0.0014000000000000002,0.012605042
195008,0.056765507269440976,-2.6613562296183533,-2.629362325943056,-1.9351109080335531,0.0010756051,0.7843408494,0.0295508723,0.012,0.0014,0.009399999999999999,0.006200000000000001,0.0024000000000000002,0.0082987552
195009,0.004071619774719752,-2.6826681278307927,-2.6282580885934985,-1.9672151897565493,0.001318373,0.7514578547,0.0259142089,0.013,-0.0072,0.009,0.005699999999999997,0.0033,0.0041152263
195010,0.02098286635816649,-2.652262413801827,-2.648157738977695,-1.956721065159529,0.0017594065,0.7559664015,0.0273410383,0.0131,-0.0048,0.009399999999999999,0.005499999999999998,0.003999999999999999,0.0081967213
195011,0.052844133966925715,-2.6179490355405775,-2.618973625794145,-1.9413077374538616,0.002457673,0.7473637961,0.0255401327,0.0136,0.0035,0.0088,0.005499999999999998,0.0019000000000000002,0.0040650407
195012,0.061973990407555746,-2.6307625760311084,-2.585664753844375,-1.9722209246486389,0.0024895409,0.7225384419,0.0313582559,0.0134,0.0016,0.009,0.005299999999999999,0.0006999999999999999,0.012145749
195101,0.013142066057438232,-2.6789083429356766,-2.6194660781845855,-2.0328258368433962,0.0017046886,0.6835992445,0.0300450784,0.0134,0.0058,0.008700000000000001,0.0051,-0.0039,0.016
195102,-0.01863815071712584,-2.6742472781433917,-2.667804549921193,-2.0404678597419696,0.000650644,0.674866098,0.0311200524,0.0136,-0.0074,0.009200000000000002,0.0050000000000000044,0.003,0.0118110236
195103,0.04684088386676081,-2.6446805871696206,-2.6631996349368583,-2.0231142103726594,0.0012276649,0.7813946002,0.0326867713,0.014,-0.0157,0.0101,0.004500000000000004,-0.008,0.0038910506
195104,-0.03173671396613928,-2.6829770730719105,-2.635968646567599,-2.0831756559516603,0.0008481981,0.7494307876,0.0320924792,0.0147,-0.0063,0.0101,0.004800000000000002,0.0054,0.0
195105,-0.02738721059592172,-2.632859106231627,-2.67427571947016,-2.0549484231007717,0.00140742,0.7778890447,0.0306750269,0.0155,-0.0069,0.009899999999999999,0.005100000000000004,0.0054,0.003875969
195106,0.06733281810531581,-2.5979300381913957,-2.624296914032138,-2.0419839791449355,0.0011367733,0.8003626772,0.0363411209,0.0145,-0.0062,0.011399999999999999,0.005500000000000001,-0.0030999999999999995,0.0
195107,0.0477005103002878,-2.672937329799037,-2.6064922303908844,-2.1345013188628634,0.0014082079,0.7531218491,0.0325985964,0.0156,0.0138,0.009600000000000001,0.005899999999999999,0.006700000000000001,0.0
195108,0.0015647394030096234,-2.7201723474030306,-2.6816386834007875,-2.1998052239297112,0.0005817795,0.7185938945,0.0303211996,0.0162,0.0099,0.008400000000000001,0.006200000000000004,0.0014999999999999996,0.0
195109,-0.01460980098574725,-2.7280248122323334,-2.728884288005052,-2.226452393946826,0.000254769,0.7161823278,0.0287995059,0.0163,-0.008,0.009000000000000001,0.006199999999999997,0.0023,0.0077220077
195110,0.009724923487720014,-2.738612776353795,-2.7524658117430887,-2.2219255814177714,0.0015110763,0.7402325138,0.0291442552,0.0154,0.001,0.009999999999999998,0.006100000000000005,-0.0155,0.0038314176
195111,0.039864988939036415,-2.7609780658581897,-2.763597011047817,-2.2287612521108815,0.0010239817,0.7432923795,0.0316209665,0.0156,-0.0136,0.0108,0.005999999999999998,0.007499999999999999,0.0076335878
195112,0.01641271374129038,-2.824834576982026,-2.78667346212152,-2.276426242066992,0.0004270364,0.7213163466,0.0361507878,0.0173,-0.0061,0.009600000000000001,0.006000000000000002,0.0119,0.0037878788
195201,-0.027063894149089676,-2.8379428202774175,-2.8224968859801343,-2.297337905959506,0.0005384211,0.7174258377,0.0351506982,0.0157,0.0028,0.011100000000000002,0.006100000000000001,0.0171,0.0
195202,0.05025875024227748,-2.7984049236873503,-2.8355399922662174,-2.265740041611088,0.000931601,0.7466933251,0.0348717046,0.0154,0.0014,0.0115,0.005999999999999998,-0.0099,-0.0075471698
195203,-0.043404781311348506,-2.8426959960239455,-2.796078275477349,-2.317884130283215,0.0006318152,0.7518741186,0.0320941367,0.0159,0.0111,0.0104,0.005499999999999998,-0.0035000000000000005,0.0
195204,0.031943383217618145,-2.791636917210476,-2.835678423365299,-2.2822108737989084,0.0008078353,0.7863990995,0.0332314494,0.0157,0.0171,0.0097,0.005700000000000004,-0.0175,0.0038022814
195205,0.04542411197344402,-2.807560303081861,-2.7846682478943823,-2.313541797632251,0.0005264526,0.7705179889,0.0321491207,0.0167,-0.0033,0.009000000000000001,0.005600000000000001,0.0063999999999999994,0.0
195206,0.017449464805105806,-2.845710987068744,-2.800639860237287,-2.367123614131617,0.0003252706,0.7387150879,0.0277312703,0.017,0.0003,0.008899999999999998,0.005600000000000004,0.0013000000000000002,0.0037878788
195207,-0.007189034412142874,-2.863185617592008,-2.845710987068744,-2.3817390880780787,0.0003448818,0.724710259,0.0279228246,0.0181,-0.002,0.008,0.005500000000000005,0.0036,0.0075471698
195208,-0.019749408542577396,-2.8485115490112,-2.863185617592008,-2.3642565070129056,0.0002895367,0.736620128,0.0280428787,0.0183,-0.007,0.008400000000000001,0.0057,0.0133,0.0
195209,-0.0012787725527769298,-2.8287408828502825,-2.8485115490112,-2.3416428202452466,0.0004411726,0.7486789106,0.031038055,0.0171,-0.013,0.010599999999999998,0.005700000000000004,0.0112,0.0
195210,0.058172811620401346,-2.8371402940334742,-2.837955622248229,-2.3352077193546874,0.001026218,0.7525164358,0.0299273118,0.0174,0.0148,0.009500000000000001,0.005300000000000003,-0.0109,0.0
195211,0.03650339205675669,-2.891955240093048,-2.846510991973568,-2.3750217005001293,0.0004590891,0.7142353522,0.0265501524,0.0185,-0.0015,0.0087,0.005499999999999998,0.0123,0.0
195212,-0.007825064873179355,-2.9361930553816453,-2.9013436547974134,-2.404314022417822,0.0002677175,0.6940733128,0.0265347164,0.0209,-0.0086,0.007000000000000003,0.0053999999999999986,-0.0005000000000000004,0.0
195301,-0.009167290863649341,-2.929016442899092,-2.9361930553816453,-2.3929793997866047,0.0004009589,0.6991752079,0.025934035,0.0196,0.0012,0.008300000000000002,0.004899999999999998,-0.0092,-0.0037453184
195302,-0.02393915175595011,-2.9106532643154153,-2.929016442899092,-2.370475428536897,0.0004906637,0.7127027122,0.026515491,0.0197,-0.0087,0.009000000000000001,0.0045999999999999965,0.004699999999999999,-0.0037593985
195303,-0.027432137267672126,-2.886819356291797,-2.9106532643154153,-2.3425178033294167,0.0006826525,0.7624968735,0.0240133528,0.0201,-0.0088,0.0093,0.004500000000000004,0.0055000000000000005,0.0037735849
195304,0.0057750256195810735,-2.8576317253643393,-2.884481665289906,-2.304740134794192,0.0012715949,0.7767060965,0.0262931544,0.0219,-0.0105,0.008400000000000001,0.004199999999999995,-0.014299999999999998,0.0
195305,-0.016067294287678453,-2.851974215879597,-2.8552288973531392,-2.2907161184682856,0.0005931666,0.78375202,0.027225579,0.0216,-0.0148,0.009799999999999996,0.004400000000000001,0.011800000000000001,0.0037593985
195306,0.024175360870617568,-2.833213344056216,-2.8496475676695963,-2.263587462525693,0.0011056921,0.795496906,0.0274618998,0.0211,0.0223,0.008999999999999998,0.0046,-0.0114,0.0037453184
195307,-0.05289849195268426,-2.85816861740153,-2.833213344056216,-2.2832579203603354,0.0005810146,0.7749291888,0.0261518703,0.0204,0.0039,0.009699999999999997,0.0058,0.0138,0.0
195308,0.000486055360993618,-2.7986544898691226,-2.85816861740153,-2.218447337758676,0.0006814738,0.8169359161,0.0280870247,0.0204,-0.0008,0.009899999999999999,0.006100000000000001,-0.0077,0.0037313433
195309,0.04818713741348519,-2.799940112501737,-2.7986544898691226,-2.2145036249445718,0.0011056426,0.8082108771,0.0258766059,0.0179,0.0299,0.010500000000000002,0.0059000000000000025,-0.0046,0.0
195310,0.02218589878559623,-2.8426299950109497,-2.7929225398430906,-2.2694404155591497,0.0005728518,0.7737210398,0.0246952319,0.0138,0.0074,0.0143,0.006599999999999995,0.015300000000000001,0.0037174721
195311,0.0009118543183108458,-2.8445863342284863,-2.835661325694856,-2.283661879162031,0.0003764983,0.7584319579,0.0257980017,0.0144,-0.0049,0.0142,0.0063999999999999994,-0.0024000000000000002,-0.0037037037
195312,0.05080550940564159,-2.8396832412712265,-2.8376658913839123,-2.2909640445600172,0.0004172689,0.7597009612,0.0248222723,0.016,0.0206,0.0114,0.006100000000000001,-0.0034000000000000002,0.0
195401,0.011733904371204598,-2.884995133585687,-2.8350731942309446,-2.335601168404088,0.0004982249,0.729847122,0.0233833396,0.0118,0.0089,0.017300000000000003,0.006500000000000002,0.0034999999999999996,0.0
195402,0.02937347789186876,-2.883155031394688,-2.8804745779422083,-2.3329851667873163,0.0003407126,0.7245195899,0.0225625653,0.0097,0.024,0.0182,0.006600000000000002,-0.004199999999999999,0.0
195403,0.04642545044868225,-2.908349770191573,-2.878586789720287,-2.3575188118118833,0.0003565486,0.8049158183,0.022093476,0.0103,0.0058,0.017499999999999998,0.006499999999999999,-0.0018999999999999998,0.0
195404,0.040987751588067806,-2.9607532181401375,-2.9129180118659743,-2.3962582553395775,0.0007307019,0.765039301,0.0208562332,0.0097,0.0104,0.0176,0.006200000000000001,-0.0138,-0.0037174721
195405,0.0019640869094009767,-2.9976525813932584,-2.9652737737836166,-2.4195847767633945,0.0004298532,0.7459769764,0.0184925878,0.0076,-0.0087,0.020300000000000002,0.0059000000000000025,0.0045,0.0037313433
195406,0.056442864849425976,-3.0029475599671667,-3.0022626284335403,-2.4113367986266443,0.0009354285,0.732467844,0.018357419,0.0064,0.0163,0.0208,0.005899999999999999,-0.009999999999999998,0.0
195407,-0.026735026733972315,-3.05393512168381,-2.9983375129268848,-2.4656756579564063,0.0006133067,0.7021729133,0.0177074723,0.0072,0.0134,0.0194,0.006100000000000005,-0.0094,0.0
195408,0.07877330585285688,-3.014820439410413,-3.0494145660403316,-2.429786293050171,0.0011449666,0.7275163788,0.0175275314,0.0092,-0.0036,0.0177,0.006200000000000001,0.0054,0.0
195409,-0.018928137159515274,-3.090114379045762,-3.0102521977360124,-2.508392933646734,0.0006917895,0.6777451035,0.0168841886,0.0101,-0.001,0.017,0.005800000000000003,0.005,-0.0037174721
195410,0.09076120776894235,-3.054697130865139,-3.074388343755321,-2.471100874433082,0.0004991744,0.6937581644,0.0175796112,0.0098,0.0006,0.0173,0.005899999999999999,0.0034000000000000002,0.0
195411,0.052265837504430444,-3.116857629198327,-3.0391486448710108,-2.5315501710467285,0.0012668257,0.6316415441,0.014153219,0.0093,-0.0025,0.0181,0.005600000000000004,0.005,0.0
195412,0.01711489135973729,-3.151180812096849,-3.1016121348480037,-2.56411590832314,0.000882281,0.6041197854,0.0269928125,0.0115,0.0064,0.0157,0.005500000000000001,-0.0047,-0.0037313433
195501,0.012635660085685793,-3.164743947728766,-3.1468395994604297,-2.559425466737649,0.0025173979,0.5975588876,0.0264122091,0.0122,-0.0241,0.016399999999999998,0.005200000000000003,0.0144,0.0
195502,-0.0031441122876827263,-3.164028597475762,-3.1604858767789987,-2.5408381394646438,0.0006040311,0.5931483235,0.0280446533,0.0117,-0.0078,0.0175,0.005400000000000002,0.0014999999999999996,0.0
195503,0.03807023988589645,-3.154815821701274,-3.1597244762260406,-2.5143123746267504,0.0024825482,0.6077617769,0.0279683419,0.0128,0.0087,0.016,0.0045999999999999965,0.0005000000000000004,0.0
195504,0.005412896236454785,-3.1897340021405856,-3.152702671361578,-2.5224739360845922,0.0006280503,0.5849876659,0.0265096789,0.0159,0.0001,0.0131,0.004800000000000002,-0.0002,0.0
195505,0.07676500005564689,-3.1862434331109393,-3.1875614773244227,-2.493128167274854,0.0007450734,0.5860754131,0.0254187153,0.0145,0.0073,0.014199999999999999,0.004600000000000003,-0.0091,0.0
195506,0.05504618354132663,-3.263227887093878,-3.1841393101680264,-2.5449221468977776,0.0006457441,0.5516416323,0.0253639323,0.0141,-0.0076,0.0152,0.0046,0.010499999999999999,0.0
195507,-0.0016477103758267718,-3.3115642147897804,-3.252647118696188,-2.5813305009647327,0.0020821185,0.5345068155,0.0247604416,0.016,-0.0102,0.013999999999999999,0.004600000000000003,0.0061,0.0037453184
195508,0.00962406689878229,-3.2933134198740066,-3.3011565973350327,-2.551444388966473,0.0011204036,0.5318467256,0.0266710626,0.019,0.0004,0.011099999999999999,0.0045000000000000005,-0.0042,0.0
195509,-0.03254051950335012,-3.294235218253177,-3.2829512758423687,-2.5411898961121624,0.0057110808,0.5336247911,0.0256339808,0.0207,0.0073,0.0091,0.0046,0.0002999999999999999,0.0037313433
195510,0.08238190796709735,-3.2591788429164485,-3.290107944707199,-2.492969297211351,0.0026798958,0.5474091499,0.0251006866,0.0223,0.0144,0.0069,0.004900000000000002,-0.0066,0.0
195511,-0.0020076043859183386,-3.327329573951594,-3.2551297576297626,-2.5481715371646114,0.0019291618,0.5152505897,0.0260337027,0.0224,-0.0045,0.007099999999999999,0.004799999999999999,0.0014999999999999996,0.0
195512,-0.03748462868658854,-3.3225764270462284,-3.3232358401924436,-2.5307986430446556,0.0004747032,0.5098280098,0.0252445499,0.0254,0.0037,0.0040999999999999995,0.004700000000000003,0.0026,-0.0037174721
195601,0.038365497461556236,-3.267266707738657,-3.304449042453671,-2.487200469819669,0.0011799841,0.5289544122,0.0264244771,0.0241,0.0083,0.0051,0.004899999999999998,0.0020999999999999994,0.0
195602,0.0660669462723927,-3.283561394017213,-3.24946208310515,-2.514897570081353,0.0011001472,0.514835108,0.0241653443,0.0232,-0.0002,0.006100000000000001,0.0049999999999999975,0.0028,0.0
195603,-0.0021360790944354147,-3.3330299332513715,-3.2660682365696956,-2.5755248837086233,0.0010088558,0.5310771996,0.0266950684,0.0225,-0.0149,0.007800000000000001,0.0049999999999999975,0.0002999999999999999,0.0
195604,-0.062087788738945555,-3.3175867786879354,-3.319651615267113,-2.5816233577686063,0.0008148994,0.5266217159,0.0262137487,0.026,-0.0113,0.0051,0.004400000000000001,-0.00020000000000000052,0.0037313433
195605,0.035874727564841974,-3.236339375778462,-3.304328794122158,-2.521864438561426,0.0018364287,0.5685597741,0.0293029826,0.0261,0.0225,0.003799999999999998,0.004499999999999997,-0.0173,0.0037174721
195606,0.048150286456464145,-3.2617224351367846,-3.2233104219360666,-2.568575254576839,0.0010370449,0.5515645927,0.0256715221,0.0249,0.0027,0.005000000000000001,0.0050000000000000044,-0.0045000000000000005,0.0074074074
195607,-0.0355351563541161,-3.3045995848746905,-3.254360710361061,-2.6318712253899847,0.0004955763,0.5249029567,0.0247536062,0.0231,-0.0209,0.008200000000000002,0.005199999999999996,0.0116,0.0073529412
195608,-0.04671893538341139,-3.258429154898329,-3.2972369142520326,-2.6062647908991328,0.0012354053,0.5413911242,0.0238114833,0.026,-0.0187,0.006500000000000002,0.0050000000000000044,-0.0020999999999999977,-0.003649635
195609,0.004798808662817952,-3.2046446049402513,-3.2511746435779356,-2.573141587491513,0.0007877794,0.5719095213,0.0293619492,0.0284,0.005,0.003999999999999997,0.0051,-0.0038000000000000004,0.0036630037
195610,-0.004419727685481127,-3.227967047019794,-3.2229081997634013,-2.583038709943068,0.0016420105,0.5664270084,0.0294573217,0.029,-0.0054,0.0038999999999999972,0.0058,-0.0051,0.003649635
195611,0.033643234881637174,-3.235596471655279,-3.246626806301242,-2.57684099023352,0.001731517,0.5748974153,0.0270884577,0.0299,-0.0057,0.0034000000000000037,0.005499999999999998,-0.0069,0.0
195612,-0.043467066523060205,-3.2892164467352867,-3.254553575945138,-2.616389268666299,0.0010202756,0.5441768274,0.0261493673,0.0321,-0.0179,0.0024000000000000063,0.006200000000000004,0.009699999999999999,0.0036363636
195701,-0.02793109605965197,-3.248434068075912,-3.291114799190793,-2.574676748051453,0.0009019425,0.5672426747,0.0279919939,0.0311,0.0346,0.0017000000000000036,0.007200000000000005,-0.0149,0.0
195702,0.02115044243222775,-3.217201314559785,-3.250393722881716,-2.5424828713837075,0.0010560402,0.5849941888,0.0301728465,0.031,0.0025,0.001800000000000003,0.007999999999999993,0.006799999999999999,0.0036231884
195703,0.04319021471055918,-3.2385651056071607,-3.219107012015225,-2.5629110824947325,0.0003302976,0.5998188749,0.0265995947,0.0308,-0.0024,0.0022999999999999965,0.0076999999999999985,0.0074,0.0036101083
195704,0.03550578374154386,-3.2748517800849477,-3.2385651056071607,-2.5972291077992447,0.0003024601,0.5760983898,0.0274205931,0.0307,-0.0222,0.0038000000000000013,0.0076999999999999985,0.015600000000000001,0.0035971223
195705,-0.003301874476628538,-3.3111335313798027,-3.2748517800849477,-2.6315753746189223,0.0004817712,0.5640385796,0.0288486546,0.0306,-0.0023,0.004199999999999999,0.0077999999999999944,-0.0052,0.0035842294
195706,0.007302679824816399,-3.3098677084259727,-3.3111335313798027,-2.6283485658611463,0.0005786214,0.5658765324,0.0305276914,0.0329,-0.018,0.0032000000000000015,0.007199999999999998,-0.0142,0.0035714286
195707,-0.05323462236933484,-3.315439137668593,-3.304104003709223,-2.6348125422602626,0.0005538677,0.5600566349,0.0323460398,0.0316,-0.0041,0.004899999999999995,0.007400000000000004,-0.006899999999999999,0.0071174377
195708,-0.062118442747212545,-3.251923678914401,-3.309708462959608,-2.5722091712428345,0.0021472482,0.5880045422,0.0358539895,0.0337,0.0002,0.0030000000000000027,0.007199999999999998,-0.0011,0.0
195709,-0.042204774043811843,-3.182306140086476,-3.2462256577997635,-2.5034653551777684,0.0015171099,0.624150778,0.0343625225,0.0353,0.0076,0.0011000000000000038,0.008099999999999996,0.0018999999999999998,0.0
195710,0.020530642373326993,-3.14405486500505,-3.176640402550799,-2.4805227029560193,0.0049360114,0.6457464176,0.0384097165,0.0358,-0.005,0.0011000000000000038,0.008899999999999998,0.0073,0.0
195711,-0.04093626444463916,-3.154367265828578,-3.1384210472867937,-2.5062350809913667,0.0034900785,0.6330717763,0.0409898136,0.0331,0.0533,0.000900000000000005,0.010099999999999998,-0.0222,0.0035335689
195712,0.04211533178137968,-3.1064138030060633,-3.148765010279908,-2.4737166784944566,0.0012514024,0.6536757786,0.034873147,0.0304,0.0307,0.0019000000000000024,0.012199999999999996,0.0378,0.0
195801,-0.0170055654596894,-3.1520355483284255,-3.1101638423823963,-2.538611027221801,0.0007844653,0.6328607617,0.0298961799,0.0244,-0.0084,0.0086,0.012300000000000005,0.0183,0.0070422535
195802,0.03131824711403742,-3.1349042822367417,-3.1557434177450325,-2.5413060039730717,0.0007362477,0.6473904346,0.0277510802,0.0153,0.01,0.0172,0.010700000000000001,-0.0108,0.0
195803,0.03206214828481463,-3.169068194102598,-3.138682446710727,-2.5958249407681735,0.0005192057,0.6685916376,0.0289353475,0.013,0.0102,0.0191,0.010500000000000002,-0.0148,0.006993007
195804,0.02028937422530373,-3.20794362658848,-3.1766106916511356,-2.649703114026574,0.0007467616,0.6552450314,0.0270182768,0.0113,0.0186,0.019799999999999998,0.010700000000000001,-0.0023,0.0034722222
195805,0.0265138260624879,-3.2304531306028137,-3.2156008068586472,-2.6876207107017365,0.0004331172,0.6455586773,0.0228695103,0.0091,0.0001,0.0222,0.010499999999999995,0.003,0.0
195806,0.04272121954119702,-3.2638602427382324,-3.238111590860159,-2.7369792282189436,0.0004382024,0.6246601698,0.0214366176,0.0083,-0.016,0.024099999999999996,0.009799999999999996,0.0122,0.0
195807,0.017139180695304238,-3.306060597228609,-3.2638602427382324,-2.784895546452015,0.0006956246,0.5938487843,0.0169337992,0.0091,-0.0278,0.025199999999999997,0.008599999999999997,0.012499999999999999,0.0034602076
195808,0.04918706945562438,-3.3178576584170516,-3.306060597228609,-2.802406908903897,0.0005889619,0.5872638264,0.015090629,0.0169,-0.0435,0.020200000000000003,0.008199999999999999,0.011499999999999996,-0.0034482759
195809,0.025103941419490496,-3.3651008774939406,-3.3178576584170516,-2.855431991855774,0.0005101803,0.5613711966,0.0139834782,0.0244,-0.0117,0.013599999999999998,0.007800000000000001,0.002100000000000001,0.0
195810,0.026416799599410238,-3.38628861580128,-3.3612355252326966,-2.8793399050570003,0.000793475,0.5498692979,0.0122789133,0.0263,0.0138,0.011100000000000002,0.008100000000000003,-0.0031000000000000003,0.0
195811,0.05159931089006052,-3.404652275868801,-3.3824955078051793,-2.900318163452159,0.0015302103,0.5358231981,0.0115349437,0.0267,0.012,0.010099999999999998,0.007800000000000001,-0.0014999999999999996,0.0034602076
195812,0.004113459861857748,-3.4515283083605306,-3.400816356700411,-2.9498875941716123,0.0007127719,0.5117793198,0.0236868316,0.0277,-0.0181,0.010499999999999999,0.0076999999999999985,0.012300000000000002,-0.0034482759
195901,0.0045907834019010465,-3.451503490397632,-3.447707047258753,-2.9286370272343207,0.000584868,0.5028958179,0.0277362661,0.0282,-0.008,0.012600000000000004,0.0075,0.0052,0.0034602076
195902,0.0014481972876928398,-3.4475730294475175,-3.4477534860030916,-2.9039886833873387,0.0008447335,0.4949461475,0.0278988473,0.027,0.0117,0.0132,0.0075,0.0008999999999999998,-0.0034482759
195903,0.037075051338760906,-3.44432180829591,-3.4437805362935205,-2.880678628690505,0.0004915081,0.5168602815,0.0249843896,0.028,0.0017,0.012300000000000002,0.007199999999999998,-0.01,0.0
195904,0.02135810744991682,-3.4785912304588575,-3.4405436438219246,-2.8881065705527083,0.0004925502,0.4985971944,0.0243605696,0.0295,-0.0117,0.0119,0.0063,-0.0055,0.0034602076
195905,-0.002922846483082329,-3.4936333727984503,-3.4748833610422505,-2.877176984469263,0.0004278009,0.4830767797,0.0258872339,0.0284,-0.0005,0.0133,0.0058999999999999955,-0.0109,0.0
195906,0.03142520459962162,-3.4862981823349153,-3.4898833334221173,-2.844738370565463,0.0009150702,0.4832193909,0.0268820744,0.0321,0.001,0.009800000000000003,0.0058,0.0034000000000000002,0.0034482759
195907,-0.013634675809044355,-3.5168569916778405,-3.4825621532311897,-2.8760963493388045,0.000487796,0.4608226648,0.0271413721,0.032,0.006,0.0097,0.006100000000000001,0.0029,0.0034364261
195908,-0.04604028053677677,-3.498037254340215,-3.513190320903141,-2.85801502299679,0.0010696993,0.4680844659,0.0281461307,0.0338,-0.0041,0.0085,0.006600000000000002,-0.0026999999999999993,0.0
195909,0.009400398840325551,-3.447616940217251,-3.49432872879357,-2.808383524317137,0.0017098448,0.4923378926,0.0305283913,0.0404,-0.0057,0.0025000000000000022,0.006600000000000002,-0.0031000000000000003,0.0034246575
195910,0.015321701905984673,-3.455111044950229,-3.4439221170324235,-2.823457540446513,0.0006181833,0.4809774204,0.0310201805,0.0405,0.015,0.0015999999999999973,0.007100000000000002,0.0015000000000000013,0.0034129693
195911,0.026599974884900575,-3.4646109352639822,-3.4514846673497694,-2.840513432185799,0.0004996927,0.4717982949,0.0297223804,0.0415,-0.0119,0.0017000000000000001,0.006999999999999999,0.0254,0.0
195912,-0.07589288548707145,-3.4881935794230414,-3.4609430144736746,-2.871679624884012,0.0003075435,0.4577837965,0.0228563041,0.0449,-0.0159,-0.00020000000000000573,0.006999999999999999,0.006300000000000002,0.0
196001,0.01053141218390661,-3.3941908751430585,-3.468337380219957,-2.7975331198071136,0.0009194175,0.499502104,0.0221161675,0.0435,0.0112,0.0006000000000000033,0.007300000000000001,-0.0005000000000000004,-0.0034013605
